"Small Unit Installation Postcode","number_of_installations","total_output_kw","postcode","longitude","latitude","state"
"0200",1,0.08,"0200",149.119,-35.2777,"ACT"
"0800",133,3759.58,"0800",130.83668,-12.458684,"NT"
"0801",12,386.598,"0801",130.83668,-12.458684,"NT"
"0803",2,11.685,"0803",130.7459083,-12.43399126,"NT"
"0804",16,84.87,"0804",130.873315,-12.428017,"NT"
"0810",3954,27220.376,"0810",130.866242,-12.381806,"NT"
"0811",2,9,"0811",130.866242,-12.381806,"NT"
"0812",2176,14315.965,"0812",130.89047,-12.39124885,"NT"
"0813",7,85.549,"0813",130.916098,-12.404778,"NT"
"0814",4,18.24,"0814",130.866242,-12.381806,"NT"
"0820",1405,15555.249,"0820",130.873315,-12.428017,"NT"
"0821",7,156.303,"0821",136.947051,-13.643283,"NT"
"0822",1188,13742.489,"0822",130.6254299,-11.75841975,"NT"
"0828",383,5177.036,"0828",130.932068,-12.432024,"NT"
"0829",43,1241.72,"0829",130.9597671,-12.45763297,"NT"
"0830",2394,16596.889,"0830",130.9580765,-12.52139649,"NT"
"0831",10,45.38,"0831",130.974879,-12.475071,"NT"
"0832",2965,18909.629,"0832",130.9936551,-12.49684676,"NT"
"0834",299,2387.057,"0834",131.0234875,-12.54686461,"NT"
"0835",579,4295.643,"0835",131.0415,-12.5231,"NT"
"0836",1417,10541.776,"0836",131.0962,-12.5255,"NT"
"0837",69,660.131,"0837",131.016647,-12.704767,"NT"
"0838",146,1364.692,"0838",131.0067348,-12.71878122,"NT"
"0839",35,771.98,"0839",131.0402017,-12.52001124,"NT"
"0840",133,868.87,"0840",130.3529386,-12.72451307,"NT"
"0841",91,998.96,"0841",130.969862,-12.81922863,"NT"
"0845",84,697.386,"0845",131.038475,-13.045118,"NT"
"0846",55,365.57,"0846",131.095002,-13.210299,"NT"
"0847",24,283.005,"0847",131.759154,-14.012122,"NT"
"0850",938,8136.269,"0850",132.1721041,-14.46369137,"NT"
"0851",47,364.375,"0851",137.050719,-15.711424,"NT"
"0852",351,4238.86,"0852",130.8418661,-16.4525888,"NT"
"0853",2,52.97,"0853",132.3791217,-14.53113365,"NT"
"0854",18,248.965,"0854",136.424191,-16.503809,"NT"
"0860",167,1342.309,"0860",134.173599,-19.641301,"NT"
"0861",24,136.115,"0861",134.500504,-18.874571,"NT"
"0862",78,652.345,"0862",134.463153,-18.251528,"NT"
"0870",2951,19927.446,"0870",133.86314,-23.702291,"NT"
"0871",58,411.82,"0871",131.298809,-21.949513,"NT"
"0872",280,3819.277,"0872",131.298809,-21.949513,"NT"
"0873",163,1290.349,"0873",133.9050112,-23.74471408,"NT"
"0874",24,187.39,"0874",133.8647591,-23.64690294,"NT"
"0875",174,1202.571,"0875",133.8354205,-23.71350386,"NT"
"0880",34,627.231,"0880",135.7954286,-12.50557433,"NT"
"0881",18,148.41,"0881",136.824863,-11.670366,"NT"
"0885",31,784.59,"0885",136.420066,-13.85078586,"NT"
"0886",11,171.69,"0886",132.563373,-13.13118,"NT"
"1340",1,1.14,"1340",148.021014,-35.537721,"NSW"
"1355",2,6.83,"1355",151.262502,-33.893739,"NSW"
"1435",1,1.54,"1435",151.108248,-33.711785,"NSW"
"1460",1,4.75,"1460",151.210791,-33.926669,"NSW"
"1465",1,10.56,"1465",151.140735,-33.888549,"NSW"
"1470",2,5.81,"1470",151.151958,-33.842999,"NSW"
"1475",4,20.285,"1475",151.15334,-33.90911,"NSW"
"1480",2,4.88,"1480",151.100027,-33.935923,"NSW"
"1485",1,2,"1485",151.140345,-33.974354,"NSW"
"1490",2,9.3,"1490",151.107201,-34.035878,"NSW"
"1495",4,27.22,"1495",151.123943,-34.046927,"NSW"
"1560",1,5.025,"1560",151.214797,-33.812636,"NSW"
"1570",3,24.48,"1570",151.192733,-33.808087,"NSW"
"1595",5,35.26,"1595",151.187955,-33.791875,"NSW"
"1630",7,33.785,"1630",151.099812,-33.707684,"NSW"
"1640",3,114.675,"1640",151.246751,-33.793137,"NSW"
"1655",4,29.88,"1655",151.505125,-33.329799,"NSW"
"1658",1,5.04,"1658",151.216799,-33.698773,"NSW"
"1660",4,31.905,"1660",151.216799,-33.698773,"NSW"
"1670",2,21.04,"1670",151.12,-33.7932,"NSW"
"1675",1,5.59,"1675",151.139681,-33.833033,"NSW"
"1680",3,20.17,"1680",151.137807,-33.761498,"NSW"
"1685",5,35.965,"1685",151.09064,-33.80406,"NSW"
"1710",2,18,"1710",151.116696,-33.78417,"NSW"
"1715",2,3.01,"1715",151.049106,-33.758433,"NSW"
"1730",8,43.49,"1730",150.966912,-33.760263,"NSW"
"1741",1,10,"1741",151.139472,-33.886166,"NSW"
"1750",1,10.56,"1750",151.023102,-33.857053,"NSW"
"1755",5,29.005,"1755",150.968177,-33.767239,"NSW"
"1765",12,62.76,"1765",151.030535,-33.735906,"NSW"
"1790",4,115.9,"1790",151.19554,-33.859047,"NSW"
"1800",2,14.76,"1800",151.124008,-33.887602,"NSW"
"1805",2,14.72,"1805",151.10082,-33.891556,"NSW"
"1830",1,6.08,"1830",150.948582,-33.859289,"NSW"
"1835",2,9.025,"1835",151.023796,-33.883928,"NSW"
"1860",3,25.42,"1860",150.961124,-33.850457,"NSW"
"1871",2,8.17,"1871",151.103632,-33.888327,"NSW"
"1875",1,1.61,"1875",150.9413383,-33.93566973,"NSW"
"1885",5,13.29,"1885",151.024581,-33.907417,"NSW"
"1890",6,22.19,"1890",150.802088,-33.960035,"NSW"
"2000",66,1751.106,"2000",151.2015802,-33.86051951,"NSW"
"2007",34,473.05,"2007",151.19665,-33.883189,"NSW"
"2008",114,1093.744,"2008",151.193858,-33.891146,"NSW"
"2009",32,803.685,"2009",151.193055,-33.871222,"NSW"
"2010",264,2114.644,"2010",151.212262,-33.884119,"NSW"
"2011",64,981.804,"2011",151.221626,-33.873599,"NSW"
"2015",366,6294.717,"2015",151.194825,-33.910105,"NSW"
"2016",189,1271.174,"2016",151.206211,-33.894912,"NSW"
"2017",141,1785.44,"2017",151.206316,-33.903892,"NSW"
"2018",585,4039.672,"2018",151.202697,-33.9233,"NSW"
"2019",606,6331.445,"2019",151.207285,-33.946923,"NSW"
"2020",514,4408.947,"2020",151.176775,-33.936179,"NSW"
"2021",340,2360.326,"2021",151.227236,-33.895705,"NSW"
"2022",411,2448.604,"2022",151.245049,-33.896401,"NSW"
"2023",397,3415.15,"2023",151.25591,-33.884685,"NSW"
"2024",577,4320.618,"2024",151.259392,-33.904414,"NSW"
"2025",200,1413.66,"2025",151.240508,-33.88871,"NSW"
"2026",877,5551.72,"2026",151.268968,-33.891041,"NSW"
"2027",118,1006.929,"2027",151.250494,-33.868972,"NSW"
"2028",92,866.91,"2028",151.240965,-33.878413,"NSW"
"2029",289,2200.919,"2029",151.266989,-33.875709,"NSW"
"2030",710,5720.612,"2030",151.275977,-33.858378,"NSW"
"2031",1066,6949.437,"2031",151.239167,-33.914832,"NSW"
"2032",607,4035.725,"2032",151.223936,-33.930314,"NSW"
"2033",314,2258.517,"2033",151.218435,-33.91139,"NSW"
"2034",722,4638.166,"2034",151.252171,-33.929096,"NSW"
"2035",1744,11348.741,"2035",151.241292,-33.945635,"NSW"
"2036",1964,13461.305,"2036",151.237844,-33.969624,"NSW"
"2037",391,2368.87,"2037",151.184458,-33.880179,"NSW"
"2038",500,2413.509,"2038",151.170165,-33.881624,"NSW"
"2039",371,1958.216,"2039",151.171915,-33.867187,"NSW"
"2040",1254,7610.935,"2040",151.156819,-33.878774,"NSW"
"2041",696,3599.223,"2041",151.180095,-33.858556,"NSW"
"2042",738,3820.04,"2042",151.175354,-33.900649,"NSW"
"2043",189,1039.164,"2043",151.184665,-33.903521,"NSW"
"2044",598,3924.694,"2044",151.17074,-33.920698,"NSW"
"2045",469,3721.661,"2045",151.138684,-33.879301,"NSW"
"2046",1345,9233.995,"2046",151.133865,-33.866044,"NSW"
"2047",461,2973.293,"2047",151.165735,-33.853924,"NSW"
"2048",351,2247.254,"2048",151.16564,-33.89418,"NSW"
"2049",526,3071.493,"2049",151.15085,-33.897219,"NSW"
"2050",206,1884.026,"2050",151.17598,-33.89037,"NSW"
"2055",1,2.4,"2055",151.104935,-33.802837,"NSW"
"2057",27,246.805,"2057",151.1899,-33.791988,"NSW"
"2059",3,43.36,"2059",151.104935,-33.802837,"NSW"
"2060",280,2360.77,"2060",151.204557,-33.839863,"NSW"
"2061",36,311.075,"2061",151.212372,-33.848785,"NSW"
"2062",250,1492.199,"2062",151.21246,-33.822837,"NSW"
"2063",608,4498.263,"2063",151.214797,-33.812636,"NSW"
"2064",384,4000.541,"2064",151.183801,-33.813209,"NSW"
"2065",955,6329.862,"2065",151.192212,-33.828361,"NSW"
"2066",1986,14793.656,"2066",151.160912,-33.818641,"NSW"
"2067",951,6208.109,"2067",151.17711,-33.798378,"NSW"
"2068",1375,9198.331,"2068",151.202715,-33.800881,"NSW"
"2069",1172,8668.239,"2069",151.195368,-33.780246,"NSW"
"2070",1049,7721.477,"2070",151.162007,-33.78042,"NSW"
"2071",960,7373.826,"2071",151.1814551,-33.75536381,"NSW"
"2072",411,3351.197,"2072",151.153176,-33.754582,"NSW"
"2073",1317,9768.976,"2073",151.130278,-33.757296,"NSW"
"2074",1938,13608.627,"2074",151.123716,-33.735222,"NSW"
"2075",1742,13401.894,"2075",151.16729,-33.723693,"NSW"
"2076",1875,13689.059,"2076",151.108249,-33.723263,"NSW"
"2077",2228,14896.686,"2077",151.097508,-33.691922,"NSW"
"2079",808,4986.537,"2079",151.112681,-33.666637,"NSW"
"2080",226,1954.7,"2080",151.143563,-33.658174,"NSW"
"2081",770,4286.707,"2081",151.150498,-33.619756,"NSW"
"2082",795,4523.635,"2082",151.138709,-33.54620871,"NSW"
"2083",252,1528.247,"2083",151.194452,-33.525322,"NSW"
"2084",452,3904.747,"2084",151.216929,-33.650999,"NSW"
"2085",1415,9596.26,"2085",151.211719,-33.728782,"NSW"
"2086",1410,9488.126,"2086",151.229211,-33.75185,"NSW"
"2087",1329,8614.086,"2087",151.210531,-33.766093,"NSW"
"2088",1237,9389.972,"2088",151.243351,-33.830687,"NSW"
"2089",157,1148.606,"2089",151.2228263,-33.84149573,"NSW"
"2090",318,1948.545,"2090",151.223094,-33.828949,"NSW"
"2092",684,4953.889,"2092",151.241813,-33.796636,"NSW"
"2093",1716,11939.477,"2093",151.258069,-33.79315,"NSW"
"2094",299,1835.335,"2094",151.273242,-33.795227,"NSW"
"2095",504,3481.069,"2095",151.294675,-33.815482,"NSW"
"2096",931,5944.746,"2096",151.28494,-33.776781,"NSW"
"2097",1268,7826.538,"2097",151.297895,-33.739577,"NSW"
"2099",2319,15022.646,"2099",151.279999,-33.748914,"NSW"
"2100",2010,15146.004,"2100",151.257781,-33.766409,"NSW"
"2101",1311,8617.357,"2101",151.27114,-33.707117,"NSW"
"2102",756,5049.571,"2102",151.290953,-33.689941,"NSW"
"2103",892,6912.474,"2103",151.302825,-33.679336,"NSW"
"2104",328,2559.22,"2104",151.290921,-33.664921,"NSW"
"2105",158,1110.963,"2105",151.278293,-33.642202,"NSW"
"2106",646,4382.654,"2106",151.314599,-33.660707,"NSW"
"2107",1228,8446.387,"2107",151.323289,-33.634816,"NSW"
"2108",185,1297.135,"2108",151.322759,-33.60382,"NSW"
"2109",1,21.12,"2109",151.113473,-33.771558,"NSW"
"2110",630,4512.748,"2110",151.149126,-33.836102,"NSW"
"2111",972,6832.515,"2111",151.124488,-33.829953,"NSW"
"2112",2005,13453.62,"2112",151.108447,-33.81658,"NSW"
"2113",1418,12534.87,"2113",151.130233,-33.79419,"NSW"
"2114",1315,8732.965,"2114",151.084181,-33.810991,"NSW"
"2115",852,5488.162,"2115",151.059845,-33.813106,"NSW"
"2116",490,4801.248,"2116",151.036941,-33.814368,"NSW"
"2117",1504,9888.507,"2117",151.04218,-33.797127,"NSW"
"2118",2262,13304.193,"2118",151.043518,-33.775596,"NSW"
"2119",1061,6949.05,"2119",151.064176,-33.755499,"NSW"
"2120",1883,12992.412,"2120",151.07359,-33.731105,"NSW"
"2121",2195,13270.955,"2121",151.079919,-33.774145,"NSW"
"2122",1996,11590.039,"2122",151.092072,-33.791357,"NSW"
"2123",1,3.42,"2123",150.999575,-33.815446,"NSW"
"2124",6,147.085,"2124",151.139472,-33.886166,"NSW"
"2125",2297,15032.155,"2125",151.031807,-33.752645,"NSW"
"2126",2483,14700.834,"2126",151.043941,-33.724898,"NSW"
"2127",186,2713.265,"2127",151.076186,-33.85283,"NSW"
"2128",196,4510.485,"2128",151.047591,-33.835928,"NSW"
"2130",262,1713.873,"2130",151.135883,-33.892783,"NSW"
"2131",676,4269.832,"2131",151.124008,-33.887602,"NSW"
"2132",591,3636.13,"2132",151.113385,-33.882419,"NSW"
"2133",591,3480.269,"2133",151.102087,-33.898793,"NSW"
"2134",456,3001.275,"2134",151.101757,-33.880049,"NSW"
"2135",1325,10527.939,"2135",151.084759,-33.881009,"NSW"
"2136",444,3768.263,"2136",151.087741,-33.892944,"NSW"
"2137",1452,10151.818,"2137",151.103751,-33.85749,"NSW"
"2138",649,4805.2,"2138",151.086036,-33.846098,"NSW"
"2140",279,2750.804,"2140",151.070853,-33.835018,"NSW"
"2141",1867,11748.573,"2141",151.044768,-33.872483,"NSW"
"2142",1148,9013.564,"2142",151.015196,-33.832747,"NSW"
"2143",710,4749.232,"2143",151.021934,-33.885382,"NSW"
"2144",1697,13382.142,"2144",151.026756,-33.851868,"NSW"
"2145",6719,43698.534,"2145",150.9751544,-33.79382308,"NSW"
"2146",1894,10675.592,"2146",150.959508,-33.789374,"NSW"
"2147",4550,28098.962,"2147",150.935836,-33.766075,"NSW"
"2148",6811,46114.21,"2148",150.900547,-33.783751,"NSW"
"2150",416,4359.86,"2150",151.006506,-33.814463,"NSW"
"2151",1429,10710.496,"2151",151.012511,-33.78709,"NSW"
"2152",847,5585.966,"2152",150.996388,-33.782501,"NSW"
"2153",7691,48918.017,"2153",150.955942,-33.731651,"NSW"
"2154",4685,32192.821,"2154",151.000948,-33.73238,"NSW"
"2155",11722,83561.963,"2155",150.931074,-33.731523,"NSW"
"2156",2087,18428.11,"2156",150.974528,-33.656984,"NSW"
"2157",566,5538.942,"2157",150.991055,-33.602167,"NSW"
"2158",1018,9823.041,"2158",151.040358,-33.690331,"NSW"
"2159",727,6201.691,"2159",151.084146,-33.539148,"NSW"
"2160",1991,13081.339,"2160",150.976594,-33.835883,"NSW"
"2161",2156,15772.463,"2161",150.983724,-33.858335,"NSW"
"2162",1447,9711.36,"2162",151.004128,-33.88349,"NSW"
"2163",610,6105.109,"2163",150.979458,-33.887203,"NSW"
"2164",2421,28954.245,"2164",150.875028,-33.844153,"NSW"
"2165",3105,19100.035,"2165",150.947496,-33.872435,"NSW"
"2166",3985,22552.438,"2166",150.92937,-33.892738,"NSW"
"2167",1279,7043.397,"2167",150.890441,-33.972167,"NSW"
"2168",4291,23590.391,"2168",150.875345,-33.915939,"NSW"
"2170",10460,74982.152,"2170",150.921448,-33.928392,"NSW"
"2171",4968,33142.023,"2171",150.8487366,-33.93771581,"NSW"
"2172",466,3084.704,"2172",150.917444,-33.951109,"NSW"
"2173",1723,9388.561,"2173",150.919554,-34.074239,"NSW"
"2174",1833,14536.231,"2174",150.856709,-33.977497,"NSW"
"2175",278,4967.903,"2175",150.848192,-33.845034,"NSW"
"2176",5465,33082.972,"2176",150.88526,-33.872014,"NSW"
"2177",1863,10749.304,"2177",150.879379,-33.895053,"NSW"
"2178",494,6366.049,"2178",150.838225,-33.87478,"NSW"
"2179",3345,28059.391,"2179",150.812031,-33.933109,"NSW"
"2190",1788,14267.01,"2190",151.0477059,-33.89194485,"NSW"
"2191",373,2361.455,"2191",151.085513,-33.906803,"NSW"
"2192",548,3361.624,"2192",151.089663,-33.921018,"NSW"
"2193",958,5376.575,"2193",151.12086,-33.910308,"NSW"
"2194",603,3887.091,"2194",151.101777,-33.917601,"NSW"
"2195",690,4317.411,"2195",151.076939,-33.924525,"NSW"
"2196",1896,11597.413,"2196",151.057799,-33.930089,"NSW"
"2197",793,4859.881,"2197",150.998155,-33.901198,"NSW"
"2198",730,4791.752,"2198",150.986277,-33.908788,"NSW"
"2199",1251,7395.298,"2199",151.023171,-33.905586,"NSW"
"2200",2273,17570.552,"2200",151.014937,-33.926559,"NSW"
"2203",641,3387.657,"2203",151.138999,-33.90441,"NSW"
"2204",1378,11063.234,"2204",151.155539,-33.912288,"NSW"
"2205",626,4466.592,"2205",151.147956,-33.937551,"NSW"
"2206",1378,8289.934,"2206",151.122881,-33.926056,"NSW"
"2207",1624,9911.848,"2207",151.119517,-33.948744,"NSW"
"2208",952,6803.597,"2208",151.098002,-33.942632,"NSW"
"2209",1207,6402.051,"2209",151.075304,-33.94913,"NSW"
"2210",2464,15885.851,"2210",151.052257,-33.957725,"NSW"
"2211",1500,11088.427,"2211",151.03221,-33.961366,"NSW"
"2212",1463,10972.419,"2212",151.014547,-33.947286,"NSW"
"2213",2220,13759.113,"2213",150.997836,-33.964102,"NSW"
"2214",600,4993.069,"2214",150.981592,-33.941443,"NSW"
"2216",953,6205.695,"2216",151.148204,-33.955393,"NSW"
"2217",1086,7712.163,"2217",151.140345,-33.974354,"NSW"
"2218",660,3877.68,"2218",151.117453,-33.973161,"NSW"
"2219",798,5418.162,"2219",151.132495,-33.996587,"NSW"
"2220",1348,8516.271,"2220",151.101764,-33.966692,"NSW"
"2221",1270,9314.772,"2221",151.10599,-33.992159,"NSW"
"2222",592,3486.26,"2222",151.084774,-33.964713,"NSW"
"2223",1547,9886.176,"2223",151.071837,-33.980264,"NSW"
"2224",1071,7721.999,"2224",151.101891,-34.01362,"NSW"
"2225",528,3618.319,"2225",151.087892,-33.997441,"NSW"
"2226",1251,7429.086,"2226",151.063808,-34.009345,"NSW"
"2227",1101,7311.055,"2227",151.085005,-34.04984,"NSW"
"2228",1298,8793.207,"2228",151.101564,-34.037692,"NSW"
"2229",2229,17606.387,"2229",151.120091,-34.05494,"NSW"
"2230",1967,13647.835,"2230",151.136596,-34.093213,"NSW"
"2231",312,2503.753,"2231",151.193492,-34.029927,"NSW"
"2232",2582,16400.762,"2232",151.064329,-34.061753,"NSW"
"2233",3181,19276.594,"2233",151.027919,-34.114626,"NSW"
"2234",3954,27058.534,"2234",151.004412,-34.021938,"NSW"
"2250",8549,58865.868,"2250",151.189243,-33.325373,"NSW"
"2251",4494,26512.717,"2251",151.401999,-33.482209,"NSW"
"2256",2004,11358.954,"2256",151.331154,-33.482123,"NSW"
"2257",3577,20882.519,"2257",151.374403,-33.520358,"NSW"
"2258",746,5493.433,"2258",151.3433,-33.333187,"NSW"
"2259",11361,70431.478,"2259",151.377213,-33.208801,"NSW"
"2260",3161,20777.318,"2260",151.436939,-33.42537,"NSW"
"2261",6484,39694.326,"2261",151.519708,-33.315827,"NSW"
"2262",3150,17195.746,"2262",151.528042,-33.209125,"NSW"
"2263",3424,18694.083,"2263",151.556223,-33.285097,"NSW"
"2264",2988,17197.795,"2264",151.533807,-33.106675,"NSW"
"2265",1649,10470.572,"2265",151.412119,-33.095552,"NSW"
"2267",471,2648.056,"2267",151.591728,-33.086545,"NSW"
"2278",491,2861.393,"2278",151.590415,-32.932412,"NSW"
"2280",3962,23068.749,"2280",151.663175,-33.019715,"NSW"
"2281",2549,15802.643,"2281",151.668857,-33.089963,"NSW"
"2282",2446,15045.137,"2282",151.651275,-32.987279,"NSW"
"2283",3991,22725.078,"2283",151.57181,-33.019117,"NSW"
"2284",2127,13159.416,"2284",151.621183,-32.953236,"NSW"
"2285",5159,32806.962,"2285",151.651095,-32.933305,"NSW"
"2286",723,4361.41,"2286",151.532669,-32.923321,"NSW"
"2287",5519,31686.46,"2287",151.65807,-32.892577,"NSW"
"2289",2237,13046.856,"2289",151.71008,-32.948567,"NSW"
"2290",4236,25605.434,"2290",151.707801,-32.983963,"NSW"
"2291",1574,9708.077,"2291",151.742882,-32.951039,"NSW"
"2292",309,2438.173,"2292",151.740716,-32.931589,"NSW"
"2293",270,1805.34,"2293",151.754696,-32.917776,"NSW"
"2294",171,1506.516,"2294",151.767408,-32.915791,"NSW"
"2295",1082,6143.158,"2295",151.80174,-32.879469,"NSW"
"2296",198,1054.635,"2296",151.746237,-32.915698,"NSW"
"2297",243,1217.162,"2297",151.750126,-32.909135,"NSW"
"2298",919,5013.429,"2298",151.722243,-32.905633,"NSW"
"2299",1170,6865.04,"2299",151.690858,-32.903131,"NSW"
"2300",659,4659.044,"2300",151.778021,-32.931635,"NSW"
"2302",28,755.245,"2302",151.752466,-32.931265,"NSW"
"2303",1038,6001.353,"2303",151.743325,-32.924571,"NSW"
"2304",1726,10849.079,"2304",151.73862,-32.880319,"NSW"
"2305",1564,8851.825,"2305",151.706545,-32.930221,"NSW"
"2306",126,711.02,"2306",151.682517,-32.993286,"NSW"
"2307",496,2347.223,"2307",151.688102,-32.88365,"NSW"
"2308",4,111.255,"2308",151.697356,-32.892884,"NSW"
"2311",221,1576.24,"2311",151.522527,-32.3438,"NSW"
"2312",339,2038.694,"2312",152.3722113,-32.16165072,"NSW"
"2315",2568,14291.659,"2315",152.193698,-32.746224,"NSW"
"2316",1402,8619.03,"2316",152.083274,-32.776919,"NSW"
"2317",1144,6783.009,"2317",152.076399,-32.720937,"NSW"
"2318",3082,20379.753,"2318",151.851897,-32.769906,"NSW"
"2319",1320,6814.234,"2319",152.039551,-32.730927,"NSW"
"2320",6529,50068.878,"2320",151.543675,-32.741737,"NSW"
"2321",3848,27049.197,"2321",151.683702,-32.660186,"NSW"
"2322",4548,33744.561,"2322",151.65415,-32.819819,"NSW"
"2323",3841,22835.109,"2323",151.607554,-32.757616,"NSW"
"2324",5195,29170.412,"2324",152.332617,-32.623108,"NSW"
"2325",4938,32403.028,"2325",151.317476,-32.977861,"NSW"
"2326",1366,8410.988,"2326",151.453148,-32.785207,"NSW"
"2327",1109,6964.375,"2327",151.486212,-32.820688,"NSW"
"2328",402,3156.489,"2328",150.564817,-32.57693,"NSW"
"2329",356,2553.306,"2329",150.187517,-32.047498,"NSW"
"2330",3681,28478.28,"2330",150.972137,-32.760486,"NSW"
"2333",2007,14844.973,"2333",150.701949,-32.248568,"NSW"
"2334",634,4473.945,"2334",151.385451,-32.728461,"NSW"
"2335",1708,13101.307,"2335",151.319414,-32.642118,"NSW"
"2336",472,3276.278,"2336",151.102917,-32.14622,"NSW"
"2337",1183,8889.123,"2337",151.080412,-31.966754,"NSW"
"2338",322,2135.235,"2338",151.029159,-31.735174,"NSW"
"2339",138,751.18,"2339",150.603274,-31.735738,"NSW"
"2340",8160,55138.073,"2340",151.138322,-31.333592,"NSW"
"2341",277,1836.902,"2341",150.611053,-31.34664,"NSW"
"2342",81,630.266,"2342",150.54907,-31.155223,"NSW"
"2343",774,4798.367,"2343",150.1491418,-31.66545698,"NSW"
"2344",150,846.968,"2344",150.729574,-31.17375,"NSW"
"2345",156,1031.19,"2345",150.875031,-30.864342,"NSW"
"2346",595,3880.985,"2346",150.5206378,-30.60226666,"NSW"
"2347",375,2288.61,"2347",150.523163,-30.281899,"NSW"
"2350",4259,26462.112,"2350",151.906153,-30.493397,"NSW"
"2352",513,2680.658,"2352",151.246189,-31.088119,"NSW"
"2353",259,1296.844,"2353",151.095609,-30.973619,"NSW"
"2354",528,3286.475,"2354",151.762627,-31.145898,"NSW"
"2355",111,584.18,"2355",151.154222,-30.775229,"NSW"
"2356",32,179.623,"2356",148.96949,-30.619798,"NSW"
"2357",1329,6464.675,"2357",149.781025,-31.51588428,"NSW"
"2358",727,4337.93,"2358",151.297519,-30.540297,"NSW"
"2359",172,965.268,"2359",150.9955739,-30.3248214,"NSW"
"2360",2710,16939.677,"2360",151.162025,-29.630052,"NSW"
"2361",264,1621.625,"2361",151.141751,-29.198493,"NSW"
"2365",688,4627.224,"2365",151.673028,-30.115913,"NSW"
"2369",176,1036.815,"2369",151.265077,-29.985367,"NSW"
"2370",1346,8315.287,"2370",151.869397,-29.736171,"NSW"
"2371",308,1825.908,"2371",151.814675,-29.36625,"NSW"
"2372",1106,5730.876,"2372",151.7288939,-28.96166715,"NSW"
"2379",60,441.43,"2379",149.754627,-31.126265,"NSW"
"2380",1944,13126.677,"2380",150.199154,-31.046117,"NSW"
"2381",267,2145.55,"2381",150.457901,-31.244175,"NSW"
"2382",245,1582.465,"2382",150.17806,-30.595044,"NSW"
"2386",59,546.114,"2386",148.924417,-30.07897,"NSW"
"2387",25,228.02,"2387",149.1822101,-29.79568858,"NSW"
"2388",775,3983.225,"2388",149.001543,-30.427329,"NSW"
"2390",2760,12982.694,"2390",149.767538,-30.413331,"NSW"
"2395",159,854.165,"2395",149.440922,-31.584172,"NSW"
"2396",323,1364.672,"2396",148.984063,-30.777381,"NSW"
"2397",88,587.36,"2397",149.690988,-29.925739,"NSW"
"2398",45,311.71,"2398",149.795738,-29.741061,"NSW"
"2399",149,1138.62,"2399",150.222662,-29.409325,"NSW"
"2400",2761,16599.533,"2400",149.462148,-29.474921,"NSW"
"2401",60,364.335,"2401",150.331619,-29.611901,"NSW"
"2402",454,2819.55,"2402",150.547545,-29.441821,"NSW"
"2403",155,872.505,"2403",150.7837543,-29.46368911,"NSW"
"2404",415,2497.008,"2404",150.4165507,-29.83711766,"NSW"
"2405",114,783.121,"2405",149.647249,-28.894651,"NSW"
"2406",211,1319.215,"2406",148.847796,-28.893724,"NSW"
"2408",56,517.05,"2408",150.5788791,-29.02809007,"NSW"
"2409",181,1047.885,"2409",150.185847,-28.707837,"NSW"
"2410",46,286.93,"2410",150.6884812,-28.70513532,"NSW"
"2411",29,202.888,"2411",150.307886,-29.131193,"NSW"
"2415",99,669.575,"2415",151.888327,-32.306267,"NSW"
"2420",795,4931.062,"2420",151.685456,-32.239696,"NSW"
"2421",475,3531.59,"2421",151.543017,-32.601853,"NSW"
"2422",1363,8514.699,"2422",151.865806,-31.973082,"NSW"
"2423",817,4926.087,"2423",152.270901,-32.364861,"NSW"
"2424",104,545.325,"2424",151.964845,-31.6402,"NSW"
"2425",509,3436.815,"2425",152.002451,-32.417598,"NSW"
"2426",163,897.549,"2426",152.595335,-31.817926,"NSW"
"2427",1145,5658.246,"2427",152.686583,-31.842318,"NSW"
"2428",4920,25429.348,"2428",152.454216,-32.196739,"NSW"
"2429",2249,12893.336,"2429",152.292395,-31.770375,"NSW"
"2430",7482,42936.921,"2430",152.503209,-31.899311,"NSW"
"2431",1477,7279.44,"2431",153.053789,-30.925233,"NSW"
"2439",1156,6198.573,"2439",152.652155,-31.654722,"NSW"
"2440",4197,24932.996,"2440",153.019648,-30.375791,"NSW"
"2441",1171,6219.929,"2441",152.7955009,-30.81816175,"NSW"
"2443",2538,11046.674,"2443",152.747152,-31.725436,"NSW"
"2444",9860,56943.648,"2444",152.87253,-31.439614,"NSW"
"2445",1879,9744.96,"2445",152.820899,-31.583037,"NSW"
"2446",3373,20051.664,"2446",152.466916,-31.387394,"NSW"
"2447",1771,9817.133,"2447",152.7145508,-30.82662169,"NSW"
"2448",2135,10163.902,"2448",152.956681,-30.604667,"NSW"
"2449",523,2626.623,"2449",152.737629,-30.62816,"NSW"
"2450",8573,52090.877,"2450",152.658268,-30.097726,"NSW"
"2452",2845,15486.726,"2452",153.08188,-30.357168,"NSW"
"2453",677,3598.521,"2453",152.6703126,-30.36840993,"NSW"
"2454",1975,10188.318,"2454",152.840266,-30.459807,"NSW"
"2455",709,3635.397,"2455",152.96348,-30.529366,"NSW"
"2456",3544,18795.409,"2456",153.143409,-30.073663,"NSW"
"2460",6510,39005.73,"2460",153.271074,-29.320772,"NSW"
"2462",641,3223.367,"2462",153.187047,-29.829194,"NSW"
"2463",2030,11889.321,"2463",153.104789,-29.36691,"NSW"
